"Subtotal","Shipping","Taxes","Total","Discount Amount","Lineitem quantity","Lineitem price","Refunded Amount","Outstanding Balance","Lineitem discount"
14.45,0,0.81,15.26,0,1,3.5,0,0,0
30.5,0,1.69,32.19,0,1,21,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
41,0,2.26,43.26,0,1,16,0,0,0
4.9,0,0.28,5.18,0,1,3,0,0,0
32,0,1.78,33.78,0,1,7,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
31.99,0,1.76,33.75,0,1,31.99,0,0,0
29,0,1.6,30.6,0,1,5,0,0,0
13.99,0,0.77,14.76,0,1,13.99,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
19.99,0,1.1,21.09,0,1,5,0,0,0
57,0,3.14,60.14,0,1,12,0,0,0
9.9,0,0.56,10.46,0,1,3,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
9.57,0,0.53,10.1,1.68,1,5,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
12,0,0.66,12.66,0,4,3,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
32,0,1.76,33.76,0,2,16,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
19.63,0,1.08,20.71,0,2,1.69,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
12.5,0,0.69,13.19,0,1,10,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
55.99,0,3.09,59.08,0,1,4.5,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
26.5,7.19,0,33.69,0,2,13.25,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
11.05,0,0.61,11.66,1.94,1,12.99,0,0,0
72.73,0,4,76.73,0,1,15.75,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
8.46,0,0.46,8.92,1.49,1,9.95,0,0,0
27,0,1.49,28.49,0,1,9,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
56,0,2.8,58.8,0,2,14,0,0,0
37.25,0,2.05,39.3,0,1,8,0,0,0
31.24,0,1.71,32.95,0,1,6.25,0,0,0
81,0,4.48,85.48,0,1,3.5,0,0,0
16.99,0,0.94,17.93,0,1,3,0,0,0
49,0,2.7,51.7,30,1,10,0,0,0
25.98,0,1.43,27.41,0,2,12.99,0,0,0
30,0,1.65,31.65,0,1,20,0,0,0
11.5,0,0.64,12.14,0,1,6.5,0,0,0
3.99,0,0.22,4.21,0,1,3.99,0,0,0
2,0,0.12,2.12,0,1,1,0,0,0
12,0,0.67,12.67,0,1,9,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
22,0,1.21,23.21,0,1,10,0,0,0
17.95,0,0.99,18.94,0,1,17.95,0,0,0
27,6.99,1.87,35.86,0,1,27,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
30,0,1.65,31.65,0,1,18,0,0,0
3.5,0,0.2,3.7,0,1,1.75,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
8.75,0,0.49,9.24,0,1,5,0,0,0
13,0,0.72,13.72,0,1,5,0,0,0
8.46,0,0.46,8.92,1.49,1,9.95,0,0,0
15.75,0,0.87,16.62,0,1,15.75,0,0,0
10.99,0,0.6,11.59,0,1,6,0,0,0
32,0,1.76,33.76,5,1,9,0,0,0
39,0,2.16,41.16,0,1,5,0,0,0
42,0,2.32,44.32,0,1,20,0,0,0
13.99,0,0.77,14.76,0,1,13.99,0,0,0
25.74,0,1.41,27.15,0,1,6.75,0,0,0
26.99,0,1.48,28.47,0,1,26.99,0,0,0
44,0,2.42,46.42,5,1,29,0,0,0
30,7.19,0,37.19,0,3,10,0,0,0
27,0,1.49,28.49,0,1,27,0,0,0
15.3,0,0.85,16.15,2.7,1,18,0,0,0
22.25,0,1.22,23.47,0,1,18,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
72.75,0,4,76.75,5,1,18,0,0,0
103,0,5.67,108.67,0,1,18,0,0,0
32.25,0,1.78,34.03,0,1,15.25,0,0,0
0,0,0,0,5,1,5,0,0,0
66,0,3.64,69.64,0,1,15,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
0.95,0,0.05,1,0,1,0.95,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
12.5,0,0.69,13.19,0,1,4.5,0,0,0
66.98,0,3.68,70.66,0,1,26.99,0,0,0
53,0,2.94,55.94,0,1,8,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
7,0,0.39,7.39,0,1,3,0,0,0
16.5,0,0.92,17.42,0,1,1,0,0,0
29,0,1.6,30.6,0,1,12,0,0,0
31.99,0,1.76,33.75,0,1,8,0,0,0
25.99,0,1.43,27.42,0,1,8,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
38,0,2.09,40.09,0,1,38,0,0,0
48,0,2.64,50.64,0,1,48,0,0,0
76,0,4.19,80.19,0,1,15,0,0,0
23,0,1.27,24.27,0,1,18,0,0,0
19.99,0,1.1,21.09,0,1,14.99,0,0,0
188.67,0,10.39,199.06,0,2,9,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
7.98,0,0.44,8.42,0,2,3.99,0,0,0
24,0,1.32,25.32,0,2,12,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
38,0,2.09,40.09,4.99,1,32,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
35,0,1.93,36.93,0,1,10,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
19.95,0,1.1,21.05,0,1,10,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
23.25,0,1.29,24.54,0,1,15.75,0,0,0
26,0,1.43,27.43,0,1,20,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
35,0,1.93,36.93,0,1,10,0,0,0
197.93,0,10.89,208.82,4.99,1,21,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
67.48,0,3.72,71.2,5,1,13.99,0,0,0
14,0,0.77,14.77,5,1,19,0,0,0
12,0,0.66,12.66,0,3,4,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
48,0,2.64,50.64,0,1,24,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
81.7,0,4.52,86.22,0,1,19,0,0,0
13.99,0,0.77,14.76,0,1,13.99,0,0,0
21,0,1.16,22.16,0,1,5,0,0,0
38.75,0,2.14,40.89,0,1,15.75,0,0,0
13.5,0,0.76,14.26,0,1,5,0,0,0
42.95,0,2.37,45.32,0,1,25,0,0,0
48,0,2.64,50.64,0,1,24,0,0,0
41.99,0,2.31,44.3,0,1,10.99,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
42,0,2.31,44.31,0,2,21,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
10,0,0.55,10.55,0,2,5,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
15,0,0.84,15.84,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
23,0,1.29,24.29,0,1,3,0,0,0
35.5,0,1.97,37.47,0,1,26,0,0,0
37,0,2.04,39.04,0,2,4,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
27.99,0,1.54,29.53,0,1,27.99,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
11,0,0.61,11.61,0,1,11,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
4.25,0,0.23,4.48,0,1,4.25,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
24.95,0,1.38,26.33,0,1,15,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
54,0,2.97,56.97,0,1,30,0,0,0
33,0,1.82,34.82,0,1,28,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
36,0,1.98,37.98,0,2,18,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
8.25,0,0.45,8.7,0,1,8.25,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
57,0,3.14,60.14,0,1,33,0,0,0
45.98,0,2.53,48.51,0,1,24,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
21,0,1.17,22.17,0,1,4.5,0,0,0
34,0,1.88,35.88,0,1,24,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
30.7,0,1.69,32.39,0,1,10,0,0,0
44.5,0,2.46,46.96,0,1,15,0,0,0
53.99,0,2.97,56.96,0,1,30,0,0,0
26,0,1.43,27.43,0,1,22,0,0,0
34.99,0,1.94,36.93,0,2,3,0,0,0
10.5,0,0.58,11.08,0,1,10.5,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
29.99,0,1.65,31.64,0,1,29.99,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
27.5,0,1.53,29.03,0,1,3,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
38,0,2.09,40.09,0,1,16,0,0,0
1.69,0,0.09,1.78,0,1,1.69,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
2,0,0.12,2.12,0,1,1,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
37.99,0,2.09,40.08,0,1,8,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
38,0,2.11,40.11,0,1,16,0,0,0
16.25,0,0.89,17.14,0,1,10,0,0,0
9,0,0.5,9.5,5,1,14,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
9,0,0.5,9.5,0,1,4,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
38,0,2.09,40.09,0,1,38,0,0,0
20.5,0,1.14,21.64,12.25,1,15.75,0,0,3.75
28,0,1.54,29.54,0,1,28,0,0,0
23.99,0,1.32,25.31,0,1,23.99,0,0,0
39.99,0,2.2,42.19,0,1,3,0,0,0
28.97,0,1.6,30.57,5,1,12.99,0,0,0
144,0,7.92,151.92,0,2,72,0,0,0
7,0,0.4,7.4,0,1,3.5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
61.98,0,3.4,65.38,0,1,44.99,0,0,0
2.39,0,0.13,2.52,0,1,2.39,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
10.75,0,0.59,11.34,0,1,6.5,0,0,0
7.6,0,0.42,8.02,0,8,0.95,0,0,0
6.65,0,0.36,7.01,0,7,0.95,0,0,0
13.99,0,0.77,14.76,0,1,13.99,0,0,0
49.45,0,2.72,52.17,0,1,4.5,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
25,0,0.28,25.28,0,1,5,0,0,0
8.5,0,0.47,8.97,0,1,4.5,0,0,0
62.13,0,3.42,65.55,0,1,18.99,0,0,0
15.25,0,0.84,16.09,0,1,12,0,0,0
34,0,1.87,35.87,6,1,40,0,0,0
11,0,0.61,11.61,0,1,11,0,0,0
15.49,0,0.85,16.34,0,1,6.49,0,0,0
39.99,0,2.2,42.19,0,1,21,0,0,0
39.99,0,2.2,42.19,5,1,44.99,0,0,0
23.99,0,1.32,25.31,0,1,7,0,0,0
72,0,3.96,75.96,0,1,72,0,0,0
8,0,0.44,8.44,0,2,4,0,0,0
135.99,0,7.48,143.47,0,1,6,0,42.2,0
1.75,0,0.1,1.85,0,1,1.75,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
38.5,0,2.12,40.62,0,1,36,0,0,0
85.99,0,4.73,90.72,0,1,85.99,0,0,0
33.99,0,1.87,35.86,0,1,11.99,0,0,0
23,0,1.27,24.27,0,1,5,0,0,0
39.99,0,2.2,42.19,5,1,44.99,0,0,0
89.98,0,4.94,94.92,0,1,44.99,0,0,0
68.98,0,3.79,72.77,0,1,44.99,0,0,0
30.5,0,1.69,32.19,0,1,3.5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
37.99,0,2.1,40.09,0,1,3,0,0,0
79.98,0,4.4,84.38,0,1,32,0,0,0
70,0,3.85,73.85,0,1,10,0,0,0
11,0,0.61,11.61,0,1,11,0,0,0
30.6,0,1.69,32.29,5.4,1,20,0,0,0
48,0,2.64,50.64,0,1,20,0,0,0
107.5,0,5.94,113.44,0,1,28,0,0,0
44.25,0,2.44,46.69,0,1,3.25,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
8.25,0,0.45,8.7,0,3,2.75,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
19,0,1.05,20.05,0,2,7,0,0,0
24,8.81,0,32.81,0,1,8,0,0,0
3.5,0,0.2,3.7,0,2,1.75,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
29.5,0,1.64,31.14,0,2,2.5,0,0,0
34,0,1.87,35.87,0,1,34,0,0,0
26,0,1.44,27.44,0,1,21,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
7.75,0,0.43,8.18,0,1,3.75,0,0,0
36,0,1.98,37.98,0,2,12,0,0,0
53.25,0,2.93,56.18,5,1,4.5,0,0,0
40.99,0,2.25,43.24,0,1,8.99,0,0,0
7.99,0,0.44,8.43,5,1,12.99,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
7,0,0.38,7.38,5,1,7,0,0,0
5.5,0,0.31,5.81,0,1,5.5,0,0,0
7.99,0,0.44,8.43,5,1,12.99,0,0,0
58.74,0,3.23,61.97,0,1,16.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
65.98,0,3.62,69.6,0,1,40,0,0,0
9.35,0,0.52,9.87,1.65,1,11,0,0,0
34,0,1.88,35.88,0,3,3,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
3.75,0,0.21,3.96,0,4,0.5,0,0,0
13,0,0.72,13.72,0,1,5,0,0,0
12,0,0.67,12.67,0,2,1,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
2,0,0.11,2.11,0,2,1,0,0,0
52.99,0,2.91,55.9,0,1,16,0,0,0
44,0,2.43,46.43,0,1,9,0,0,0
11.75,0,0.66,12.41,0,1,5,0,0,0
4,0,0,4,0,4,1,0,0,0
57,0,3.14,60.14,0,1,26,0,0,0
95.25,0,5.26,100.51,0,1,8.25,0,0,0
58,0,3.19,61.19,0,1,32,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
24,0,1.32,25.32,0,2,12,0,0,0
35,0,1.94,36.94,0,1,5,0,0,0
22,0,1.23,23.23,0,1,3.5,0,0,0
13.6,0,0.75,14.35,2.4,1,16,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
28.98,0,1.6,30.58,0,4,1.75,0,0,0
79.49,0,4.39,83.88,1.9,1,9,0,0,0
11,0,0.61,11.61,0,1,3,0,0,0
73,0,4.02,77.02,0,2,16,0,0,0
35,0,1.93,36.93,5,1,40,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
19.5,0,1.09,20.59,0,1,3.5,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
13,0,0.72,13.72,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
24,0,1.32,25.32,0,1,6,0,0,0
8.25,0,0.45,8.7,0,1,8.25,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
33,0,1.82,34.82,0,4,8.25,0,0,0
36.25,0,2.01,38.26,0,1,4,0,0,0
46,0,2.54,48.54,0,1,4,0,0,0
25.98,0,1.43,27.41,0,2,12.99,0,0,0
32,0,1.76,33.76,0,1,20,0,0,0
37.5,0,2.07,39.57,0,1,8,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
13,0,0.72,13.72,0,1,7,0,0,0
20,0,1.1,21.1,0,1,16.75,0,0,0
3.5,0,0.2,3.7,0,2,1.75,0,0,0
36.99,0,2.03,39.02,0,1,36.99,0,0,0
23,0,1.27,24.27,0,1,8,0,0,0
55,0,3.03,58.03,0,1,29,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
16.99,0,0.93,17.92,0,1,12.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
60.97,0,3.35,64.32,0,1,5,0,0,0
18.99,0,1.04,20.03,0,1,18.99,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
44,0,2.42,46.42,0,1,32,0,0,0
29.99,0,1.65,31.64,0,1,29.99,0,0,0
8,0,0.45,8.45,0,1,3,0,0,0
35,0,1.93,36.93,0,1,10,0,0,0
19.74,0,1.08,20.82,0,1,12.99,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
36.5,0,2.02,38.52,0,2,8,0,0,0
29.94,0,1.66,31.6,0,1,9.95,0,0,0
10.25,0,0.57,10.82,0,1,6.75,0,0,0
13.5,0,0.75,14.25,9.5,1,5,0,0,2.5
6.75,0,0.38,7.13,0,1,5,0,0,0
30.48,0,1.67,32.15,0,1,2.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
59.99,0,3.3,63.29,0,1,20,0,0,0
38.99,0,2.15,41.14,0,1,11,0,0,0
38.97,0,2.15,41.12,0,1,9,0,0,0
27,0,1.49,28.49,0,1,27,0,0,0
4,0,0.23,4.23,0,1,3.5,0,0,0
44,0,2.43,46.43,1.9,2,1,0,0,0
19,0,1.05,20.05,0,1,8,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
57,0,3.14,60.14,0,1,28,0,0,0
74.49,0,4.1,78.59,0,1,12.99,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
28.95,0,1.59,30.54,0,1,28,0,0,0
40.95,0,2.25,43.2,0,1,40,0,0,0
52.99,0,2.92,55.91,0,1,24.99,0,0,0
64.98,0,3.57,68.55,0,2,9,0,0,0
50,0,2.75,52.75,0,1,30,0,0,0
18,0,1,19,0,1,6,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
52,0,2.86,54.86,0,1,8.25,0,0,0
18.25,0,1.01,19.26,0,1,8.25,0,0,0
21.99,0,1.21,23.2,0,1,1.99,0,0,0
24.99,0,1.37,26.36,5,1,29.99,0,0,0
29,0,1.6,30.6,0,1,20,0,0,0
102,0,5.63,107.63,0,1,19,0,0,0
47,0,2.59,49.59,0,1,40,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
21,0,1.16,22.16,0,3,7,0,0,0
10.75,0,0.59,11.34,0,1,10.75,0,0,0
18,0,0.99,18.99,0,1,4,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
11.05,0,0.61,11.66,1.94,1,12.99,0,0,0
62,0,3.42,65.42,0,1,22,0,0,0
97.98,0,5.38,103.36,5,1,3,0,0,0
18.95,0,1.05,20,1.9,1,9.95,0,0,0.95
10,0,0.56,10.56,0,1,5,0,0,0
19,0,1.06,20.06,5,1,12,0,0,0
22,0,1.21,23.21,5,1,27,0,0,0
10.63,0,0.58,11.21,1.87,1,3.5,0,0,0
3.25,0,0.18,3.43,0,1,3.25,0,0,0
4.95,0,0.27,5.22,5,1,9.95,0,0,0
33,0,1.83,34.83,0,1,5,0,0,0
64.48,0,3.56,68.04,0,1,10,0,0,0
13,0,0.73,13.73,0,1,9,0,0,0
21,0,1.16,22.16,5,1,26,0,0,0
150,0,8.25,158.25,0,1,30,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
29.99,0,1.65,31.64,0,1,7,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
9.95,0,0.55,10.5,0,1,9.95,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
88.93,0,4.89,93.82,5,1,9.95,0,0,0
33.2,0,1.83,35.03,0,1,6.25,0,0,0
57.97,0,3.19,61.16,5,3,20.99,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
104.95,0,5.78,110.73,0,1,9.95,0,0,0
18,0,0.99,18.99,5,1,9,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
71,0,3.92,74.92,0,1,22,0,0,0
71.98,0,3.96,75.94,0,1,35,0,0,0
21,0,1.16,22.16,0,1,16,0,0,0
33,0,1.82,34.82,5,1,29,0,0,0
72,0,3.96,75.96,0,1,72,0,0,0
24.99,0,1.37,26.36,0,1,24.99,0,0,0
19,7.19,1.45,27.64,8.99,1,4,0,0,1
44.99,0,2.47,47.46,0,1,8,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
32,0,1.76,33.76,0,2,16,0,0,0
17.5,0,0.97,18.47,0,1,11,0,0,0
25,0,1.38,26.38,0,1,12,0,0,0
40.49,0,2.23,42.72,0,1,24,0,0,0
41.98,0,2.31,44.29,0,2,20.99,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
4.25,0,0.23,4.48,0.75,1,5,0,0,0
32,0,1.77,33.77,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
53,0,2.92,55.92,0,1,24,0,0,0
52,0,2.87,54.87,0,1,15,0,0,0
31.95,0,1.76,33.71,0,1,5,0,0,0
16,0,0.89,16.89,0,1,11,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
24.99,7.14,0,32.13,0,1,24.99,0,0,0
14,0,0.78,14.78,0,1,8,0,0,0
6,0,0.34,6.34,0,1,3,0,0,0
36,0,1.98,37.98,0,1,36,0,0,0
26.99,6.99,0,33.98,0,2,8,0,0,0
5.75,0,0.32,6.07,0,1,2.5,0,0,0
9.95,0,0.55,10.5,0,1,9.95,0,0,0
5,0,0.28,5.28,5,1,5,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
22.93,0,1.27,24.2,0,2,5.99,0,0,0
10,0,0.55,10.55,8,2,9,0,0,0
37.25,0,2.06,39.31,0,1,7,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
15,0,0.83,15.83,0,1,10,0,0,0
71.48,0,3.94,75.42,0,1,12.99,0,0,0
25,0,0,25,0,1,25,0,0,0
30,0,1.66,31.66,0,1,5,0,0,0
58.23,0,3.2,61.43,10.27,1,68,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
36.74,0,2.02,38.76,5,1,16.99,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
38,0,2.09,40.09,0,1,20,0,0,0
9.95,0,0.55,10.5,0,1,9.95,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
0.95,0,0.05,1,0,1,0.95,0,0,0
26.25,0,1.44,27.69,1.9,1,8.25,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
68,0,3.74,71.74,0,1,20,0,0,0
47,0,2.59,49.59,0,1,20,0,0,0
12,0,0.66,12.66,0,2,4,0,0,0
60.98,0,3.36,64.34,0,1,3,0,0,0
9,0,0.51,9.51,0,1,3.5,0,0,0
17.45,0,0.96,18.41,0,1,12,0,0,0
15.38,0,0.85,16.23,0,2,1.69,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
39.5,0,2.19,41.69,0,1,29,0,0,0
33,0,1.83,34.83,0,1,6.5,0,0,0
35,0,1.93,36.93,5,1,40,0,0,0
27,0,1.49,28.49,0,1,4,0,0,0
25,0,1.38,26.38,0,1,10,0,0,0
25,0,1.38,26.38,5,1,30,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
26.99,6.99,1.87,35.85,0,1,7,0,0,0
20,7.19,0,27.19,0,1,20,0,0,0
19.5,0,1.08,20.58,0,1,12,0,0,0
29.99,0,1.65,31.64,0,1,29.99,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
50.23,0,2.76,52.99,0,1,11,0,0,0
15.75,0,0.87,16.62,0,1,15.75,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
23.75,0,1.31,25.06,0,1,8,0,0,0
18,0,1,19,1.9,1,9.95,0,0,0.95
75,0,4.13,79.13,0,1,75,0,0,0
29.99,0,1.65,31.64,0,1,29.99,0,0,0
21,0,1.16,22.16,0,1,8,0,0,0
16.75,0,0.92,17.67,0,1,16.75,0,0,0
38.75,0,2.14,40.89,0,1,18,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
24,0,1.33,25.33,0,1,12,0,0,0
97.2,0,5.35,102.55,0,1,12,0,0,0
54,0,2.97,56.97,0,3,18,0,0,0
72.5,0,3.99,76.49,0,1,52,0,0,0
94,0,5.18,99.18,0,1,5,0,0,0
24,0,1.32,25.32,0,1,20,0,0,0
14,0,0.78,14.78,0,1,3,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
4.75,0,0.27,5.02,0,1,3.75,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
29,0,1.6,30.6,0,1,5,0,0,0
19,0,1.05,20.05,0,1,12,0,0,0
38.99,0,2.14,41.13,0,1,20,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
